#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
EVTDESCHF25601;Before we leave for this perilous journey to slay the monster that is menacing my subjects, I should make an offering to [Root.Religion.GetHighGodName], to make sure I am shielded from the preternatural powers of the creature.;;;;;;;;;;;Ïðåæäå ÷åì ìû îòïðàâèìñÿ â ýòî îïàñíîå ïóòåøåñòâèå, ÷òîáû óáèòü ìîíñòðà, êîòîðûé óãðîæàåò ìîèì ïîääàííûì, ìíå íóæíî ñäåëàòü ïîäíîøåíèå [Root.Religion.GetHighGodName]ó, ÷òîáû óáåäèòüñÿ, ÷òî ÿ çàùèùåí[Root.GetEndA] îò ñâåðõúåñòåñòâåííûõ ñèë ýòîãî ñóùåñòâà.;;x
EVTDESCAHF25600;Tonight, the mead hall has been inflamed by rumors of a great wolf wandering through the forests near [Root.Capital.GetName]. The man who spotted the beast claims that it is without a doubt one of Fenrir's sons, escaped from its frozen prison. The older members of the Lodge agree that, as the [Root.GetLordLady] of [Root.Capital.GetName], it is my duty to track down and slay this beast.;;;;;;;;;;;Ñåãîäíÿ âå÷åðîì â ïèðøåñòâåííîì çàëå ðàçãîðåëèñü ñëóõè î áîëüøîì âîëêå, áðîäÿùåì ïî ëåñàì âîçëå [Root.Capital.GetName]. ×åëîâåê, çàìåòèâøèé çâåðÿ, óòâåðæäàåò, ÷òî ýòî, áåç ñîìíåíèÿ, îäèí èç ñûíîâåé Ôåíðèðà, ñáåæàâøèé èç ëåäÿíîé òþðüìû. Ñòàðøèå ÷ëåíû Ëîæè ñîãëàñíû ñ òåì, ÷òî êàê [Root.GetLordLady] èç [Root.Capital.GetName] ÿ îáÿçàí[Root.GetEndA] âûñëåäèòü è óáèòü ýòîãî çâåðÿ.;;x
EVTDESCAHF25602;The time has come for us to leave the safe confines of civilization and venture forth into the dark domain of the monster plaguing my lands. With [scoped_WL_co_hunter.GetFirstName] and [Root.Religion.GetHighGodName]'s protection, I am sure to track down this creature and put an end to the threat it poses to my subjects once and for all.;;;;;;;;;;;Íàñòàëî âðåìÿ ïîêèíóòü áåçîïàñíûå ïðåäåëû öèâèëèçàöèè è îòïðàâèòüñÿ â ìðà÷íûå âëàäåíèÿ ìîíñòðà, ÷òî òåðçàåò ìîè çåìëè. Ïîä çàùèòîé [scoped_WL_co_hunter.GetFirstName] è [Root.Religion.GetHighGodName]à ÿ îáÿçàòåëüíî âûñëåæó ýòî ñóùåñòâî è ðàç è íàâñåãäà ïîêîí÷ó ñ óãðîçîé, êîòîðóþ îíî ïðåäñòàâëÿåò äëÿ ìîèõ ïîääàííûõ.;;x
EVTDESCAHF25603;Our long search for the mysterious beast has led [scoped_WL_co_hunter.GetFirstName] and I on some dangerous, unmapped paths. It takes only a second of distraction before I find myself grasping for something as I fall from a cliff-side.;;;;;;;;;;;Íàøè äîëãèå ïîèñêè òàèíñòâåííîãî çâåðÿ ïðèâåëè [scoped_WL_co_hunter.GetFirstName] è ìåíÿ íà îïàñíûå, íå íàíåñ¸ííûå íà êàðòó òðîïû. Ñòîèò íà ñåêóíäó îòâëå÷üñÿ, êàê ÿ õâàòàþñü çà ÷òî-òî, ïàäàÿ ñ îáðûâà.;;x
EVTDESCAHF25604;My sight wavers for a moment, I feel my heart stop and my teeth jitter as the clouded sky spirals above me and I catch a glimpse of the jagged rocks waiting beneath me. I feel a sudden pain crossing through my chest and fear for the worst, but then I realize it is caused by [scoped_WL_co_hunter.GetFirstName] pulling me from my arm and dragging me back to safety.;;;;;;;;;;;Íà ìãíîâåíèå ìî¸ çðåíèå îñëàáåâàåò, ñåðäöå çàìèðàåò, à çóáû äðîæàò, êîãäà çàòÿíóòîå îáëàêàìè íåáî ñëîâíî âåðòèòñÿ íàäî ìíîé, è ÿ ìåëüêîì âèæó çàçóáðåííûå ñêàëû, îæèäàþùèå ìåíÿ âíèçó. ß ÷óâñòâóþ âíåçàïíóþ áîëü â ãðóäè è áîþñü õóäøåãî, íî ïîòîì ïîíèìàþ, ÷òî ýòî âûçâàíî òåì, ÷òî [scoped_WL_co_hunter.GetFirstName] äåðæèò ìåíÿ ñâîèìè ðóêàìè è òàùèò îáðàòíî â áåçîïàñíîå ìåñòî.;;x
EVTDESCAHF25605;As I hang on the precipice, struggling to crawl back to the path, I watch helplessly as [scoped_WL_co_hunter.GetFirstName] looks back at me. It takes me to call [scoped_WL_co_hunter.GetHerHim] several times before [scoped_WL_co_hunter.GetSheHe] finally unfreezes and comes to my help. Whether it was for cowardice or malice, my own companion has nearly left me to die!;;;;;;;;;;;Ïîêà ÿ âèøó íàä îáðûâîì, ïûòàÿñü âåðíóòüñÿ íà òðîïèíêó, ÿ áåñïîìîùíî íàáëþäàþ, êàê [scoped_WL_co_hunter.GetFirstName] îãëÿäûâàåòñÿ íà ìåíÿ. Ìíå ïðèõîäèòñÿ íåñêîëüêî ðàç çâàòü [scoped_WL_co_hunter.GetHerHim], ïðåæäå ÷åì [scoped_WL_co_hunter.GetSheHe] íàêîíåö-òî äâèãàåòñÿ ñ ìåñòà è ïðèõîäèò ìíå íà ïîìîùü. Ïî òðóñîñòè èëè ïî çëîìó óìûñëó ìîé ñîáñòâåííûé êîìïàíüîí ÷óòü íå áðîñèë ìåíÿ óìèðàòü!;;x
EVTDESCAHF25606;Our long search for the mysterious beast has led [scoped_WL_co_hunter.GetFirstName] and I on some dangerous, unmapped paths. It takes only a second of distraction before [scoped_WL_co_hunter.GetFirstName] loses [scoped_WL_co_hunter.GetHerHis] footing near the edge of a cliff, finding [scoped_WL_co_hunter.GetHerselfHimself] grasping for something as [scoped_WL_co_hunter.GetSheHe] starts falling.;;;;;;;;;;;Íàøè äîëãèå ïîèñêè òàèíñòâåííîãî çâåðÿ ïðèâåëè [scoped_WL_co_hunter.GetFirstName] è ìåíÿ íà îïàñíûå, íåèçâåäàííûå ïóòè. Ñòîèò íà ñåêóíäó îòâëå÷üñÿ, ïðåæäå ÷åì [scoped_WL_co_hunter.GetFirstName] òåðÿåò [scoped_WL_co_hunter.GetHerHis] îïîðó ó êðàÿ îáðûâà, âûÿñíèëîñü, ÷òî ñàì[scoped_WL_co_hunter.GetEndA] öåïëÿåòñÿ çà ÷òî-òî, êîãäà [scoped_WL_co_hunter.GetSheHe] íà÷èíàåò ïàäàòü.;;x
EVTDESCAHF25607;[scoped_WL_co_hunter.GetFirstName] struggles, desperately trying to take a firm hold of my hand. I tell [scoped_WL_co_hunter.GetHerHim] to keep calm, pulling [scoped_WL_co_hunter.GetHerHis] arm up over the hill's edge. We both lay on the wild path for a while, breathing heavily. As soon as [scoped_WL_co_hunter.GetFirstName] has recovered enough to stand up, [scoped_WL_co_hunter.GetSheHe] thanks me profusely for saving [scoped_WL_co_hunter.GetHerHim].;;;;;;;;;;;[scoped_WL_co_hunter.GetFirstName] áîðåòñÿ, îò÷àÿííî ïûòàÿñü ïîêðåï÷å ñõâàòèòü ìåíÿ çà ðóêó. ß ãîâîðþ [scoped_WL_co_hunter.GetHerHim] ñîõðàíÿòü ñïîêîéñòâèå è âûòàñêèâàþ [scoped_WL_co_hunter.GetHerHis] çà ðóêó ñ êðàÿ õîëìà. Ìû îáà êàêîå-òî âðåìÿ ëåæàëè íà äèêîé òðîïå, òÿæåëî äûøà. Êàê òîëüêî [scoped_WL_co_hunter.GetFirstName] äîñòàòî÷íî îïðàâè[scoped_WL_co_hunter.GetLasLsya], ÷òîáû âñòàòü, [scoped_WL_co_hunter.GetSheHe] ãîðÿ÷î ïîáëàãîäàðèë[scoped_WL_co_hunter.GetEndA] ìåíÿ çà ñâî¸ ñïàñåíèå.;;x
EVTDESCAHF25608;The search for the great wolf has brought my expedition through a deep forest. Given that wandering aimlessly in a unmapped area would just be a waste of time and put us at risk of losing our own path, we are determined to find some trace of the beast before venturing any further.;;;;;;;;;;;Ïîèñêè âåëèêîãî âîëêà ïðèâåëè ìîþ ýêñïåäèöèþ â äðåìó÷èé ëåñ. Ó÷èòûâàÿ, ÷òî áåñöåëüíîå áëóæäàíèå ïî íåèññëåäîâàííîé ìåñòíîñòè áóäåò ëèøü ïóñòîé òðàòîé âðåìåíè è ðèñêîì ñáèòüñÿ ñ ïóòè, ìû íàìåðåíû íàéòè õîòü êàêîé-íèáóäü ñëåä çâåðÿ, ïðåæäå ÷åì èäòè äàëüøå.;;x
EVTDESCAHF25609;The search for the great wolf has brought my expedition through a deep forest. It is not long before I stumble upon the half-eaten remains of the creature's last prey, a dismembered deer, floating in a crimson pond. I am certain that examining this carcass will grant me insight on this terrible beast I am trying to hunt down.;;;;;;;;;;;Ïîèñêè âåëèêîãî âîëêà ïðèâåëè ìîþ ýêñïåäèöèþ â äðåìó÷èé ëåñ. Âñêîðå ÿ íàòûêàþñü íà ïîëóñúåäåííûå îñòàíêè ïîñëåäíåé äîáû÷è ýòîãî ñóùåñòâà, ðàñ÷ëåí¸ííîãî îëåíÿ, ïëàâàþùèå â áàãðîâîì ïðóäó. ß óâåðåí[Root.GetEndA], ÷òî èçó÷åíèå ýòîé òóøè äàñò ìíå ïðåäñòàâëåíèå îá ýòîì óæàñíîì çâåðå, êîòîðîãî ÿ ïûòàþñü âûñëåäèòü.;;x
EVTDESCAHF25610;The search for the great wolf has brought my expedition through a deep forest. As I make my way through the wilderness, sharpening my senses to look for any trace of the creature, my mind keeps returning to the nature of the beast itself, and to any knowledge about its kind that I have acquired in my past hunts.;;;;;;;;;;;Ïîèñêè âåëèêîãî âîëêà ïðèâåëè ìîþ ýêñïåäèöèþ â äðåìó÷èé ëåñ. Ïîêà ÿ ïðîáèðàþñü ÷åðåç äèêóþ ìåñòíîñòü, îáîñòðÿÿ ñâîè ÷óâñòâà â ïîèñêàõ ëþáûõ ñëåäîâ ýòîãî ñóùåñòâà, ìîé ðàçóì ïðîäîëæàåò âîçâðàùàòüñÿ ê ïðèðîäå ñàìîãî çâåðÿ è ê ëþáûì çíàíèÿì î åãî âèäå, êîòîðûå ÿ ïðèîáðåë[Root.GetEndA] âî âðåìÿ ìîèõ ïðîøëûõ îõîò.;;x
EVTDESCAHF25611;The search for the great wolf has brought my expedition through a deep forest. Our search bears little fruit when the night catches up with us. Having to find refuge from the darkness, we make our way to the shack of an old hermit. The man is not very talkative, but he does seem to know about the beast...;;;;;;;;;;;Ïîèñêè âåëèêîãî âîëêà ïðèâåëè ìîþ ýêñïåäèöèþ â äðåìó÷èé ëåñ. Íàøè ïîèñêè ïðèíîñÿò ìàëî ïëîäîâ, êîãäà íàñ íàñòèãàåò íî÷ü. Ïðèøëîñü èñêàòü óáåæèùå îò òåìíîòû, è ìû äîáðàëèñü äî õèæèíû ñòàðîãî îòøåëüíèêà. Ìóæ÷èíà íå î÷åíü ðàçãîâîð÷èâ, íî, êàæåòñÿ, ÷òî-òî çíàåò î çâåðå...;;x
EVTDESCAHF25612;The search for the great wolf has brought my expedition through a deep forest. The path ahead of us in unclear and unmapped, and I fear that, if we are not careful, we might end up losing ourselves in the wilderness, where we will be easy prey to the terrible creature that we are hunting.;;;;;;;;;;;Ïîèñêè âåëèêîãî âîëêà ïðèâåëè ìîþ ýêñïåäèöèþ â äðåìó÷èé ëåñ. Ïóòü ïåðåä íàìè íåÿñåí è íå íàíåñ¸í íà êàðòó, è ÿ áîþñü, ÷òî, åñëè ìû íå áóäåì îñòîðîæíû, òî ìîæåì ïîòåðÿòüñÿ â äèêîé ìåñòíîñòè, ãäå ñòàíåì ë¸ãêîé äîáû÷åé äëÿ óæàñíîãî ñóùåñòâà, íà êîòîðîå ìû îõîòèìñÿ.;;x
EVTDESCAHF25613;The search for the great wolf has brought my expedition through a deep forest. Despite beginning this hunt with the most unwavering resolution, I am starting to feel uncertain of our chances of success. The journey to the creature's lair has been rife with weird signs and bad omens of the most grotesque and unsettling nature.;;;;;;;;;;;Ïîèñêè âåëèêîãî âîëêà ïðèâåëè ìîþ ýêñïåäèöèþ â ãëóõîé ëåñ. Íåñìîòðÿ íà òî, ÷òî ÿ íà÷àë[Root.GetEndA] ýòó îõîòó ñ ñàìîé íåïîêîëåáèìîé ðåøèìîñòüþ, òåïåðü ÿ âñ¸ áîëüøå ñîìíåâàþñü â íàøèõ øàíñàõ íà óñïåõ. Ïóòåøåñòâèå ê ëîãîâó ñóùåñòâà èçîáèëóåò ñòðàííûìè çíàêàìè è äóðíûìè ïðåäçíàìåíîâàíèÿìè ñàìîãî ìðà÷íîãî è òðåâîæíîãî õàðàêòåðà.;;x
EVTDESCAHF25614;The search for the great wolf has brought my expedition through a deep forest. Our foe may be fearsome, but our journey to its lair was filled with the most auspicious omens. It is quite clear that the spirits of the forest are welcoming our arrival and helping me in my quest to slay the monster haunting this land.;;;;;;;;;;;Ïîèñêè âåëèêîãî âîëêà ïðèâåëè ìîþ ýêñïåäèöèþ â äðåìó÷èé ëåñ. Íàø âðàã ìîæåò áûòü ãðîçíûì, íî íàøå ïóòåøåñòâèå ê åãî ëîãîâó áûëî íàïîëíåíî ñàìûìè áëàãîïðèÿòíûìè ïðåäçíàìåíîâàíèÿìè. Ñîâåðøåííî î÷åâèäíî, ÷òî äóõè ëåñà ïðèâåòñòâóþò íàøå ïðèáûòèå è ïîìîãàþò â ìî¸ì ñòðåìëåíèè óáèòü ÷óäîâèùå, îáèòàþùåå â ýòèõ çåìëÿõ.;;x
EVTDESCAHF25615;I let [scoped_WL_co_hunter.GetFirstName] walk past me as I watch the sun set beyond the leafage of the dark forest we have reached in the search of the great wolf. [scoped_WL_co_hunter.GetFirstName] keeps [scoped_WL_co_hunter.GetHerselfHimself] close to me, comforted by the presence of a fellow hunter by [scoped_WL_co_hunter.GetHerHis] side, and hopelessly unaware that the terrible beast that [scoped_WL_co_hunter.GetSheHe] was set to slay was me.;;;;;;;;;;;ß ïîçâîëÿþ [scoped_WL_co_hunter.GetFirstName] ïðîéòè ìèìî ìåíÿ, íàáëþäàÿ, êàê ñîëíöå ñàäèòñÿ çà ëèñòâó ò¸ìíîãî ëåñà, êóäà ìû äîáðàëèñü â ïîèñêàõ âåëèêîãî âîëêà. [scoped_WL_co_hunter.GetFirstName] äåðæèò [scoped_WL_co_hunter.GetHerHis] ïî áëèçîñòè ñ ñîáîé, óòåøàÿñü ïðèñóòñòâèåì òîâàðèùà-îõîòíèêà ðÿäîì è ñîâñåì íå ïîäîçðåâàÿ, ÷òî ñòðàøíûé çâåðü, êîòîðîãî [scoped_WL_co_hunter.GetSheHe] ñîáèðà[scoped_WL_co_hunter.GetLasLsya] óáèòü - ýòî ÿ.;;x
EVTDESCAHF25617;We have searched for this elusive creature for weeks now, but to no avail. I was unable to find any trace of the great beast, and had to eventually resign myself to abandon the quest and head back to [Root.Capital.GetName]. Some of my fellow warriors were eager to hear of my story upon my return, expecting me to bring the head of the monster as a trophy, and most were quite disappointed to learn of my failure.;;;;;;;;;;;Ìû èñêàëè ýòî íåóëîâèìîå ñóùåñòâî óæå íåñêîëüêî íåäåëü, íî âñ¸ áåçðåçóëüòàòíî. Ìíå íå óäàëîñü íàéòè íèêàêèõ ñëåäîâ âåëèêîãî çâåðÿ, è, â êîíöå êîíöîâ, ìíå ïðèøëîñü ñìèðèòüñÿ, îòêàçàâøèñü îò ïîèñêîâ è âåðíóòüñÿ â [Root.Capital.GetName]. Íåêîòîðûå èç ìîèõ òîâàðèùåé-âîèíîâ ñ íåòåðïåíèåì æäàëè ìîåé èñòîðèè ïî âîçâðàùåíèè, îæèäàÿ, ÷òî ÿ ïðèíåñó ñ ñîáîé ãîëîâó ìîíñòðà â êà÷åñòâå òðîôåÿ, è áîëüøèíñòâî áûëè âåñüìà ðàçî÷àðîâàíû, óçíàâ î ìîåé íåóäà÷å.;;x
EVTDESCAHF25618;There are only a few rays of sunlight lingering over the forest's leaves when I am startled by the coarse howling of a wolf. I have barely the time to look around when the beast emerges growling from the foliage, its gray, sparse mane sprinkled with dried up blood, its yellow eyes staring me with soulless hatred.;;;;;;;;;;;Ëèøü íåñêîëüêî ñîëíå÷íûõ ëó÷åé çàäåðæèâàþòñÿ íà ëèñòâå ëåñà, êîãäà ìåíÿ ïóãàåò ãðóáûé âîë÷èé âîé. ß åäâà óñïåâàþ îãëÿíóòüñÿ, êàê èç ëèñòâû ñ ðû÷àíèåì ïîÿâëÿåòñÿ çâåðü, åãî ñåðàÿ, ðåäêàÿ ãðèâà çàáðûçãàíà çàñîõøåé êðîâüþ, à æ¸ëòûå ãëàçà ñìîòðÿò íà ìåíÿ ñ áåçäóøíîé íåíàâèñòüþ.;;x
EVTDESCAHF25619;The great wolf is resting by a riverside, its long snout red with dried up blood. Finding the beast at its weakest gives us a considerable advantage against it, yet we must also be careful not to underestimate this formidable opponent, especially now that we are so close to succeeding in our quest.;;;;;;;;;;;Îãðîìíûé âîëê îòäûõàåò íà áåðåãó ðåêè, åãî äëèííàÿ ìîðäà êðàñíà îò çàñîõøåé êðîâè. Íàéäÿ çâåðÿ â ñàìîì ñëàáîì ñîñòîÿíèè, ìû ïîëó÷àåì çíà÷èòåëüíîå ïðåèìóùåñòâî â áîðüáå ñ íèì, íî ìû òàêæå äîëæíû áûòü îñòîðîæíû, ÷òîáû íå íåäîîöåíèòü ýòîãî ãðîçíîãî ïðîòèâíèêà, îñîáåííî ñåé÷àñ, êîãäà ìû òàê áëèçêè ê óñïåõó â ñâîåé ìèññèè.;;x
EVTDESCAHF25620;The great wolf fights to the very end, but we are soon able to corner it and pierce through its hide a few times. Keeping the creature at bay with our spears, and patiently wait for the bleeding to weaken it enough to strike again. I land the final blow through the wolf's skull, pushing the creature on the ground, finally vanquished.;;;;;;;;;;;Âåëèêèé âîëê ñðàæàåòñÿ äî êîíöà, íî âñêîðå íàì óäà¸òñÿ çàãíàòü çâåðÿ â óãîë è íåñêîëüêî ðàç ïðîáèòü åãî øêóðó. Ìû ñäåðæèâàåì ñóùåñòâî íàøèìè êîïüÿìè è òåðïåëèâî æä¸ì, ïîêà êðîâîòå÷åíèå îñëàáèò åãî äîñòàòî÷íî, ÷òîáû íàíåñòè íîâûé óäàð. ß íàíîøó ïîñëåäíèé óäàð ïî ÷åðåïó âîëêà, ïðèäàâëèâàÿ òâàðü ê çåìëå, îêîí÷àòåëüíî ïîáåäèâ çâåðÿ.;;x
